age,job,education,default,housing,loan,duration,campaign
38,admin.,university.degree,no,no,no,574,5
27,technician,high.school,no,no,no,201,1
41,technician,university.degree,no,yes,yes,89,2
34,self-employed,illiterate,no,yes,no,51,1
28,blue-collar,basic.9y,no,no,no,523,5
37,services,university.degree,no,no,no,160,1
37,management,university.degree,no,yes,no,277,1
63,retired,basic.4y,no,no,no,87,4
50,admin.,high.school,no,yes,no,171,2
34,admin.,university.degree,no,yes,no,55,5
44,blue-collar,high.school,no,yes,no,182,2
27,technician,university.degree,no,no,yes,342,1
55,blue-collar,basic.6y,no,yes,no,204,2
48,services,basic.4y,unknown,yes,no,436,1
47,admin.,high.school,no,no,no,178,5
22,blue-collar,basic.9y,no,yes,no,227,7
43,blue-collar,basic.4y,unknown,no,no,73,1
46,admin.,basic.9y,no,yes,no,18,1
39,technician,university.degree,no,yes,no,112,1
36,self-employed,professional.course,unknown,no,yes,216,5
57,admin.,high.school,no,yes,no,108,1
35,services,high.school,unknown,yes,no,146,8
43,management,university.degree,no,no,no,408,1
37,entrepreneur,university.degree,no,yes,no,163,1
38,admin.,high.school,no,no,no,275,1
30,blue-collar,basic.9y,no,no,yes,252,1
48,technician,professional.course,no,no,yes,65,3
31,blue-collar,basic.9y,no,no,no,191,1
65,admin.,university.degree,no,no,no,142,2
50,admin.,basic.9y,unknown,yes,yes,412,2
36,blue-collar,basic.6y,no,yes,no,56,2
59,retired,high.school,no,unknown,unknown,204,2
64,retired,university.degree,no,yes,yes,159,2
29,blue-collar,high.school,no,yes,no,803,1
31,services,high.school,no,no,no,186,2
42,self-employed,professional.course,unknown,no,no,385,3
42,admin.,high.school,no,no,no,69,1
48,blue-collar,basic.9y,no,yes,yes,303,3
51,blue-collar,basic.9y,unknown,no,no,830,1
28,student,high.school,no,yes,yes,154,1
58,admin.,university.degree,no,yes,no,21,7
45,admin.,university.degree,unknown,yes,no,119,8
41,entrepreneur,high.school,unknown,yes,no,71,5
67,housemaid,professional.course,no,no,no,350,1
53,admin.,high.school,no,no,no,446,1
47,management,university.degree,no,no,no,88,1
29,admin.,university.degree,no,no,no,142,3
60,admin.,professional.course,no,yes,no,324,2
28,entrepreneur,basic.4y,unknown,no,no,117,1
55,management,university.degree,no,yes,no,1440,1
36,entrepreneur,high.school,no,no,yes,91,1
47,admin.,university.degree,no,yes,yes,149,1
25,blue-collar,basic.4y,no,no,no,149,3
44,admin.,university.degree,no,yes,no,486,1
36,blue-collar,unknown,unknown,no,no,127,1
32,self-employed,university.degree,no,no,no,590,1
39,technician,professional.course,unknown,yes,yes,65,1
40,technician,professional.course,no,yes,no,130,1
33,blue-collar,basic.9y,no,yes,yes,31,4
45,technician,basic.6y,no,no,no,197,1
50,services,high.school,no,no,no,291,2
48,admin.,high.school,no,yes,no,139,2
33,management,university.degree,no,yes,no,316,1
38,blue-collar,basic.9y,no,yes,no,305,2
67,retired,professional.course,no,no,no,270,2
81,retired,university.degree,unknown,yes,yes,327,2
48,technician,high.school,no,yes,no,115,1
27,student,high.school,no,no,no,64,3
32,technician,high.school,no,no,no,111,5
52,technician,high.school,no,no,no,241,1
31,services,basic.9y,no,no,no,400,1
44,self-employed,professional.course,no,yes,no,492,2
49,unknown,university.degree,no,yes,no,92,2
35,technician,professional.course,no,yes,no,589,6
38,blue-collar,basic.9y,no,yes,no,65,5
40,blue-collar,basic.9y,unknown,yes,no,100,1
50,blue-collar,basic.9y,no,yes,no,502,2
54,technician,professional.course,unknown,no,yes,157,1
41,blue-collar,basic.4y,no,yes,yes,260,1
36,blue-collar,basic.9y,no,yes,yes,98,1
33,admin.,high.school,no,yes,no,578,2
29,blue-collar,high.school,no,no,no,718,13
22,technician,basic.9y,no,no,no,83,1
34,technician,university.degree,no,yes,no,162,1
31,admin.,university.degree,no,yes,no,165,3
33,technician,high.school,no,yes,no,1422,2
49,management,university.degree,no,no,no,20,6
35,management,university.degree,no,yes,yes,270,2
47,blue-collar,basic.4y,no,yes,no,130,3
61,retired,university.degree,no,yes,no,101,1
39,management,university.degree,no,no,yes,76,4
48,management,university.degree,no,yes,no,190,2
43,housemaid,basic.4y,no,no,no,119,3
29,management,university.degree,no,yes,no,174,1
39,student,unknown,no,yes,no,367,1
49,blue-collar,unknown,unknown,no,no,92,1
35,management,university.degree,no,no,yes,116,7
40,blue-collar,basic.4y,unknown,no,no,158,2
55,housemaid,university.degree,no,yes,no,11,1
29,admin.,high.school,no,yes,no,194,2
30,self-employed,university.degree,no,no,no,510,5
33,admin.,university.degree,no,no,no,151,2
21,unemployed,high.school,no,yes,no,203,1
35,services,university.degree,no,yes,no,119,2
81,retired,basic.4y,no,yes,no,621,1
32,admin.,high.school,no,yes,no,143,3
43,technician,professional.course,no,yes,no,89,1
30,management,high.school,no,no,yes,322,1
31,services,professional.course,no,yes,no,61,1
54,admin.,high.school,no,yes,no,594,1
84,retired,basic.9y,no,yes,no,267,1
54,housemaid,professional.course,no,yes,no,152,4
36,unemployed,university.degree,no,yes,no,150,2
59,retired,basic.9y,unknown,no,no,25,8
32,blue-collar,high.school,no,no,no,234,4
57,blue-collar,basic.9y,unknown,yes,yes,134,2
51,blue-collar,basic.9y,unknown,no,no,490,2
59,services,basic.6y,no,yes,no,158,1
37,management,university.degree,no,no,no,1323,9
34,self-employed,university.degree,no,no,no,1211,1
44,blue-collar,professional.course,no,yes,yes,133,2
25,admin.,high.school,no,no,yes,125,4
30,admin.,university.degree,no,no,yes,753,2
45,blue-collar,basic.6y,no,yes,no,265,3
42,technician,professional.course,unknown,no,no,81,1
25,student,high.school,no,yes,yes,82,1
26,admin.,high.school,no,no,no,134,3
76,retired,university.degree,no,no,yes,324,3
28,blue-collar,basic.9y,no,no,no,218,1
34,blue-collar,high.school,no,no,no,259,2
51,technician,high.school,no,no,no,73,4
50,blue-collar,basic.9y,no,yes,no,249,1
25,student,university.degree,no,no,yes,74,2
41,blue-collar,basic.9y,unknown,no,no,120,1
41,admin.,university.degree,no,no,no,141,1
29,services,high.school,no,yes,no,95,4
33,blue-collar,basic.4y,no,yes,yes,220,7
37,unemployed,professional.course,unknown,yes,no,59,1
38,blue-collar,basic.9y,no,no,no,58,1
40,technician,professional.course,no,yes,no,373,2
35,admin.,high.school,no,yes,no,406,2
45,management,basic.9y,no,yes,no,165,1
40,technician,basic.9y,no,no,no,389,6
31,admin.,high.school,no,no,no,123,3
43,technician,professional.course,unknown,no,no,131,2
53,blue-collar,high.school,unknown,no,yes,109,1
46,admin.,high.school,no,no,yes,400,2
43,entrepreneur,high.school,no,yes,no,810,1
36,blue-collar,basic.9y,unknown,yes,no,170,2
48,blue-collar,basic.4y,unknown,yes,no,33,3
50,management,university.degree,no,no,no,84,1
28,blue-collar,basic.9y,no,no,no,90,7
51,self-employed,professional.course,unknown,yes,yes,139,4
28,student,high.school,no,no,no,555,2
30,admin.,university.degree,no,no,no,178,2
43,blue-collar,high.school,unknown,unknown,unknown,671,3
52,management,university.degree,no,no,no,451,1
28,admin.,university.degree,no,no,no,46,3
45,self-employed,high.school,no,no,no,165,1
60,retired,professional.course,no,yes,no,968,1
45,admin.,university.degree,no,no,no,114,2
24,student,basic.4y,no,yes,no,137,1
41,blue-collar,basic.9y,no,yes,no,32,2
43,blue-collar,basic.6y,no,yes,no,393,1
32,blue-collar,professional.course,no,yes,no,115,2
39,admin.,professional.course,no,no,no,593,4
44,self-employed,professional.course,no,yes,no,47,2
40,management,university.degree,no,yes,no,77,6
34,admin.,university.degree,unknown,yes,no,206,1
34,technician,professional.course,no,no,no,237,1
64,unemployed,university.degree,no,yes,no,248,1
40,technician,professional.course,no,yes,no,33,4
47,unemployed,high.school,no,no,no,94,1
32,technician,university.degree,no,yes,no,171,1
37,technician,professional.course,no,no,no,635,3
48,blue-collar,high.school,no,yes,no,128,6
50,housemaid,basic.4y,unknown,no,no,489,1
41,blue-collar,basic.4y,unknown,yes,no,1575,1
33,admin.,university.degree,no,yes,no,143,2
29,services,basic.9y,no,yes,no,302,1
38,management,university.degree,no,no,no,197,3
46,admin.,university.degree,unknown,no,no,193,1
32,unknown,professional.course,no,no,no,96,1
39,services,high.school,no,no,no,160,1
31,unemployed,basic.4y,no,yes,no,48,1
29,blue-collar,basic.9y,no,no,no,189,3
50,blue-collar,basic.4y,unknown,unknown,unknown,153,1
58,retired,professional.course,unknown,yes,no,165,2
24,services,high.school,no,yes,no,114,1
35,admin.,basic.4y,unknown,unknown,unknown,248,2
29,admin.,professional.course,no,yes,no,78,5
28,technician,professional.course,no,no,no,45,1
36,blue-collar,basic.6y,no,yes,no,109,1
50,blue-collar,basic.4y,unknown,yes,no,74,1
41,admin.,high.school,no,no,no,635,1
38,services,basic.6y,no,yes,no,556,2
41,technician,university.degree,no,yes,no,118,1
60,admin.,high.school,no,yes,no,609,1
59,unknown,unknown,no,no,no,198,1
25,entrepreneur,university.degree,no,no,no,272,7
31,blue-collar,basic.9y,no,no,no,65,5
48,admin.,high.school,no,yes,no,110,2
79,retired,basic.4y,no,no,yes,301,2
63,retired,professional.course,no,no,no,74,3
36,services,basic.6y,unknown,yes,no,1222,5
68,retired,high.school,no,yes,yes,340,1
27,technician,university.degree,no,yes,no,336,9
54,blue-collar,basic.9y,no,no,no,423,3
36,technician,professional.course,no,yes,no,79,2
38,services,high.school,no,yes,no,512,1
41,self-employed,basic.4y,no,yes,no,105,3
60,blue-collar,basic.4y,unknown,yes,no,165,1
48,admin.,high.school,no,no,no,301,1
30,services,high.school,no,yes,no,812,1
54,blue-collar,university.degree,no,no,yes,106,4
49,admin.,university.degree,no,no,no,66,3
41,blue-collar,basic.4y,no,yes,no,132,2
30,technician,professional.course,no,unknown,unknown,67,1
28,entrepreneur,basic.9y,unknown,no,no,73,1
31,blue-collar,basic.4y,no,yes,no,650,1
37,blue-collar,basic.9y,no,yes,yes,156,1
56,retired,high.school,no,yes,no,167,3
46,blue-collar,basic.9y,unknown,no,no,140,3
45,blue-collar,basic.4y,unknown,yes,no,528,7
32,services,high.school,no,yes,no,91,2
74,retired,basic.4y,no,no,no,369,1
37,admin.,high.school,no,no,yes,131,6
59,retired,basic.9y,no,no,yes,465,2
29,technician,professional.course,no,yes,no,94,1
25,admin.,high.school,no,yes,no,532,2
28,admin.,high.school,no,no,no,197,4
46,self-employed,basic.9y,unknown,no,no,49,1
32,admin.,university.degree,no,yes,no,85,8
24,blue-collar,basic.4y,no,yes,no,389,1
33,admin.,university.degree,no,yes,no,119,3
28,student,high.school,no,no,no,182,4
57,retired,high.school,no,no,no,74,3
56,management,university.degree,no,no,no,154,4
42,unemployed,basic.4y,no,yes,no,170,19
26,blue-collar,professional.course,no,yes,no,197,2
38,entrepreneur,university.degree,unknown,no,no,477,11
45,unemployed,basic.9y,no,yes,no,201,1
33,blue-collar,professional.course,no,yes,no,253,4
37,blue-collar,basic.9y,unknown,no,no,339,2
44,admin.,university.degree,no,yes,no,211,4
32,admin.,university.degree,no,no,no,532,2
36,admin.,university.degree,no,yes,no,19,8
55,technician,professional.course,no,yes,yes,61,2
33,blue-collar,basic.9y,no,yes,no,76,2
35,services,high.school,unknown,no,yes,97,2
59,management,basic.4y,unknown,yes,no,88,5
25,admin.,university.degree,no,yes,yes,431,3
56,management,university.degree,no,yes,no,124,1
40,blue-collar,high.school,no,no,no,110,1
30,technician,unknown,no,yes,yes,195,1
47,management,university.degree,no,no,no,362,1
48,admin.,basic.9y,no,yes,yes,664,3
30,admin.,university.degree,no,no,no,1038,2
51,management,unknown,unknown,yes,yes,124,3
30,admin.,university.degree,no,yes,no,475,2
26,admin.,basic.9y,no,yes,yes,687,2
43,services,basic.6y,no,yes,no,79,1
50,management,university.degree,no,no,no,175,2
37,blue-collar,basic.6y,no,no,no,168,1
41,admin.,professional.course,no,yes,yes,41,1
54,housemaid,basic.4y,unknown,yes,no,141,9
38,technician,university.degree,no,yes,no,82,1
36,admin.,university.degree,unknown,yes,no,159,2
51,technician,high.school,no,no,no,198,2
31,blue-collar,basic.9y,no,no,no,551,3
58,retired,unknown,unknown,no,yes,92,2
37,technician,university.degree,no,yes,no,121,2
32,services,high.school,no,yes,no,180,2
36,admin.,university.degree,no,yes,no,130,1
38,blue-collar,basic.4y,no,yes,no,403,2
36,admin.,university.degree,no,no,no,1739,5
42,admin.,university.degree,no,yes,no,287,1
30,blue-collar,basic.9y,no,no,yes,117,1
37,management,university.degree,no,no,no,490,4
24,admin.,high.school,no,no,no,768,1
53,admin.,university.degree,no,no,no,1330,3
31,services,high.school,no,no,yes,9,17
24,services,high.school,no,no,no,1150,3
46,blue-collar,basic.4y,unknown,yes,no,184,2
35,services,basic.9y,no,yes,no,136,2
33,technician,basic.9y,no,no,no,117,1
54,housemaid,professional.course,no,no,no,1745,3
50,blue-collar,unknown,unknown,yes,no,81,2
38,technician,professional.course,no,yes,no,68,1
33,management,professional.course,no,no,no,578,1
41,unemployed,basic.4y,no,no,no,170,1
51,blue-collar,professional.course,no,no,yes,17,5
50,entrepreneur,unknown,unknown,yes,yes,163,1
48,blue-collar,basic.6y,no,yes,no,604,1
45,blue-collar,basic.9y,unknown,yes,yes,207,1
28,admin.,university.degree,no,no,no,157,2
41,admin.,university.degree,no,unknown,unknown,1277,1
33,admin.,university.degree,no,yes,no,614,2
58,unemployed,basic.9y,no,no,yes,49,1
55,blue-collar,professional.course,no,yes,yes,197,3
37,services,high.school,no,no,no,1187,2
45,technician,professional.course,unknown,yes,yes,242,5
29,management,basic.9y,no,yes,no,103,1
39,admin.,university.degree,no,yes,yes,308,2
41,blue-collar,basic.4y,no,yes,no,213,3
43,blue-collar,basic.9y,unknown,no,no,23,23
50,admin.,university.degree,no,no,no,536,1
37,self-employed,high.school,no,no,yes,394,2
23,services,high.school,no,yes,no,103,5
75,retired,basic.4y,no,no,no,247,2
42,technician,basic.9y,no,no,no,295,1
37,admin.,university.degree,no,yes,no,183,2
34,entrepreneur,professional.course,no,no,no,87,2
33,blue-collar,basic.6y,unknown,yes,no,226,1
24,technician,professional.course,no,yes,no,107,1
57,blue-collar,basic.4y,unknown,yes,no,47,1
43,services,high.school,no,no,no,1317,4
72,retired,basic.4y,no,yes,no,268,1
30,services,high.school,no,no,no,354,1
33,management,university.degree,no,yes,no,112,2
29,admin.,high.school,no,yes,yes,186,4
47,technician,basic.6y,no,yes,no,223,1
44,management,basic.6y,no,yes,no,61,2
33,admin.,university.degree,no,no,no,49,1
59,retired,basic.4y,no,no,no,357,3
53,blue-collar,basic.9y,no,yes,no,160,1
47,admin.,basic.9y,no,yes,no,64,3
51,housemaid,university.degree,no,no,no,138,3
35,technician,high.school,unknown,no,yes,306,1
56,management,university.degree,no,no,no,52,1
63,housemaid,basic.4y,no,no,no,479,1
52,blue-collar,basic.4y,no,no,no,57,2
29,admin.,university.degree,no,yes,no,201,1
45,services,high.school,no,no,no,111,5
41,blue-collar,high.school,no,yes,no,125,2
49,management,university.degree,no,no,no,96,1
33,admin.,university.degree,no,yes,no,82,3
31,blue-collar,basic.9y,no,no,no,284,1
29,blue-collar,high.school,no,no,yes,125,1
48,blue-collar,basic.9y,no,yes,yes,99,1
29,admin.,unknown,no,yes,no,179,4
49,blue-collar,unknown,no,no,no,225,1
27,unemployed,basic.9y,no,no,no,48,2
57,technician,professional.course,no,yes,no,324,1
57,self-employed,university.degree,unknown,yes,no,318,3
54,blue-collar,basic.9y,no,no,no,203,2
43,services,high.school,no,no,no,329,1
40,services,high.school,unknown,no,no,80,2
36,admin.,high.school,unknown,no,no,11,14
62,retired,university.degree,unknown,yes,yes,791,2
40,blue-collar,basic.6y,no,yes,no,108,3
39,admin.,university.degree,no,no,no,99,3
33,unknown,unknown,unknown,yes,no,247,1
40,admin.,basic.9y,no,no,no,1089,1
35,technician,professional.course,no,no,no,66,1
29,admin.,university.degree,no,yes,no,214,4
33,services,high.school,no,no,yes,437,2
27,self-employed,university.degree,no,yes,no,112,2
30,services,high.school,no,yes,yes,405,1
44,admin.,university.degree,unknown,yes,no,191,1
43,blue-collar,basic.6y,unknown,yes,no,57,4
56,management,high.school,no,no,yes,361,3
49,blue-collar,basic.4y,unknown,no,no,180,1
33,admin.,university.degree,no,no,no,410,1
34,technician,professional.course,unknown,yes,no,140,4
56,blue-collar,basic.4y,no,yes,no,242,3
36,admin.,university.degree,no,yes,no,56,2
33,self-employed,basic.9y,unknown,no,no,358,1
32,technician,university.degree,unknown,yes,no,322,1
58,admin.,university.degree,no,no,no,113,5
58,retired,university.degree,unknown,no,no,17,11
35,admin.,high.school,no,no,no,339,4
26,admin.,high.school,no,no,no,48,2
32,housemaid,high.school,no,no,no,226,1
55,technician,professional.course,no,yes,yes,217,2
42,management,university.degree,no,no,no,93,1
41,blue-collar,basic.9y,no,yes,no,13,3
31,admin.,university.degree,no,no,yes,438,1
36,blue-collar,basic.9y,no,no,yes,143,1
56,self-employed,basic.9y,no,yes,no,107,3
38,management,university.degree,no,yes,no,122,2
37,technician,professional.course,no,no,no,322,1
33,services,basic.6y,unknown,yes,no,230,1
33,admin.,basic.9y,no,yes,no,147,2
48,blue-collar,basic.4y,unknown,yes,yes,111,5
30,services,university.degree,no,yes,no,51,3
57,unknown,unknown,unknown,yes,no,48,1
23,technician,professional.course,no,no,no,81,3
34,blue-collar,basic.4y,unknown,no,no,60,5
42,admin.,high.school,no,yes,no,111,1
29,services,university.degree,no,no,no,332,1
35,services,high.school,no,no,no,301,1
33,technician,university.degree,no,no,no,68,9
51,admin.,high.school,no,yes,no,69,3
24,services,basic.9y,no,yes,no,163,4
60,blue-collar,professional.course,no,yes,no,545,1
34,technician,professional.course,no,yes,yes,64,1
46,blue-collar,basic.6y,unknown,no,no,500,5
49,management,university.degree,no,no,no,166,3
32,services,high.school,no,no,yes,81,2
54,blue-collar,university.degree,unknown,yes,no,128,2
35,technician,university.degree,no,no,no,224,3
43,blue-collar,basic.4y,unknown,no,no,143,2
40,admin.,professional.course,unknown,no,no,100,3
45,unemployed,high.school,no,no,no,186,2
32,management,high.school,no,yes,yes,119,2
38,admin.,university.degree,no,yes,no,284,1
30,services,high.school,unknown,no,no,80,1
25,student,high.school,unknown,yes,no,160,2
30,services,unknown,no,no,no,133,2
31,blue-collar,basic.9y,no,unknown,unknown,73,1
52,technician,basic.9y,unknown,no,no,62,1
29,student,high.school,no,yes,no,253,2
28,management,unknown,no,no,no,290,6
33,self-employed,university.degree,no,yes,no,271,1
29,admin.,high.school,no,yes,yes,257,1
49,blue-collar,basic.4y,unknown,yes,no,364,1
54,management,university.degree,no,yes,no,127,4
52,admin.,university.degree,no,yes,no,401,1
49,blue-collar,high.school,no,no,no,192,1
45,blue-collar,basic.4y,unknown,yes,yes,325,1
37,entrepreneur,basic.9y,no,no,no,50,1
40,blue-collar,basic.9y,unknown,no,no,307,4
31,management,university.degree,no,yes,no,197,2
58,management,university.degree,no,yes,no,39,2
60,admin.,basic.9y,no,yes,no,60,2
31,admin.,university.degree,no,yes,no,1327,2
58,admin.,university.degree,no,no,no,325,1
33,management,university.degree,no,yes,yes,74,3
36,services,high.school,no,yes,no,161,2
55,services,high.school,no,yes,no,160,3
51,unemployed,basic.9y,unknown,no,no,1386,1
39,admin.,university.degree,no,yes,no,276,3
38,services,high.school,no,yes,no,347,3
24,services,high.school,no,no,no,20,3
56,technician,unknown,no,yes,no,174,2
34,blue-collar,basic.9y,unknown,yes,no,1353,2
51,admin.,basic.6y,unknown,no,no,253,1
33,management,high.school,no,yes,yes,64,1
31,admin.,high.school,no,no,no,39,3
28,self-employed,university.degree,no,yes,no,409,3
32,blue-collar,basic.6y,no,yes,no,245,2
49,services,high.school,no,yes,yes,205,1
22,services,professional.course,no,yes,no,84,1
40,admin.,university.degree,no,no,no,214,5
55,unknown,unknown,unknown,yes,no,16,16
49,housemaid,basic.4y,unknown,no,yes,801,1
32,admin.,high.school,no,no,no,129,1
39,admin.,high.school,no,yes,no,201,1
34,self-employed,university.degree,no,yes,no,159,1
35,admin.,university.degree,no,no,no,682,1
57,retired,basic.4y,no,yes,yes,438,2
28,technician,professional.course,no,yes,no,65,13
49,technician,professional.course,no,yes,no,75,1
41,housemaid,basic.4y,no,no,no,66,1
45,blue-collar,basic.9y,unknown,no,no,409,3
55,unemployed,high.school,no,yes,yes,57,5
26,services,high.school,no,yes,no,188,1
46,admin.,high.school,no,yes,yes,196,3
35,services,high.school,no,no,no,283,1
25,admin.,high.school,no,yes,no,888,3
42,admin.,university.degree,no,no,no,308,3
33,technician,professional.course,no,yes,no,199,7
29,services,high.school,unknown,yes,no,23,1
29,management,university.degree,no,yes,no,253,2
36,management,high.school,no,no,no,144,7
39,management,basic.9y,no,no,yes,33,1
39,management,university.degree,unknown,yes,no,908,3
39,management,basic.6y,unknown,no,no,156,5
28,blue-collar,basic.9y,no,yes,no,326,1
27,technician,professional.course,no,yes,no,185,1
31,management,university.degree,no,no,no,645,1
32,services,high.school,no,yes,no,52,8
36,technician,university.degree,no,yes,no,207,1
44,technician,professional.course,no,no,no,13,6
51,blue-collar,basic.9y,unknown,no,no,70,1
30,admin.,university.degree,no,yes,yes,449,4
39,blue-collar,professional.course,unknown,yes,no,132,3
37,self-employed,university.degree,no,no,no,181,2
47,blue-collar,basic.4y,no,no,yes,37,1
36,admin.,high.school,no,no,no,669,3
38,admin.,high.school,no,yes,no,324,2
52,blue-collar,basic.9y,no,no,no,401,2
31,technician,university.degree,no,no,no,379,2
54,retired,basic.4y,unknown,yes,no,175,5
35,housemaid,high.school,no,no,no,56,1
41,admin.,professional.course,unknown,yes,no,122,2
33,self-employed,university.degree,no,yes,yes,208,1
53,blue-collar,basic.9y,no,no,no,445,2
19,student,unknown,no,yes,yes,278,3
32,admin.,high.school,no,no,no,278,1
35,blue-collar,basic.4y,unknown,yes,no,282,15
22,services,basic.4y,no,no,no,91,1
50,housemaid,basic.4y,unknown,unknown,unknown,356,9
40,blue-collar,basic.9y,no,yes,no,146,1
49,admin.,high.school,no,no,yes,627,3
44,entrepreneur,university.degree,no,yes,no,1034,2
31,technician,professional.course,no,no,no,225,2
32,admin.,high.school,no,yes,no,149,1
34,technician,high.school,no,yes,no,143,1
55,services,high.school,no,no,no,164,7
39,blue-collar,basic.6y,unknown,yes,no,132,4
30,technician,professional.course,no,no,no,645,7
54,housemaid,basic.4y,unknown,no,no,164,4
58,unemployed,basic.9y,unknown,no,no,834,1
72,retired,basic.6y,no,yes,yes,189,3
45,management,university.degree,no,yes,no,1735,4
35,blue-collar,basic.6y,no,no,no,39,1
54,management,basic.4y,unknown,no,no,345,9
61,retired,basic.9y,no,yes,yes,104,2
72,retired,basic.4y,no,no,yes,483,4
38,student,university.degree,no,unknown,unknown,23,1
41,entrepreneur,basic.6y,no,no,no,156,3
57,housemaid,unknown,no,no,no,318,2
29,blue-collar,unknown,no,no,no,251,3
40,blue-collar,basic.6y,unknown,yes,no,481,3
62,technician,unknown,no,yes,no,192,1
38,admin.,high.school,no,yes,no,116,1
54,retired,basic.4y,unknown,no,yes,189,5
39,blue-collar,basic.6y,no,no,no,109,1
52,admin.,high.school,unknown,yes,no,410,3
35,housemaid,basic.4y,no,no,no,25,1
29,admin.,university.degree,no,yes,no,243,1
57,admin.,university.degree,unknown,yes,no,80,1
30,admin.,basic.6y,no,no,no,586,1
41,admin.,high.school,no,yes,no,300,1
53,blue-collar,professional.course,no,yes,no,221,4
31,unemployed,unknown,no,yes,no,227,1
33,blue-collar,basic.9y,no,no,no,283,2
58,blue-collar,professional.course,unknown,yes,no,214,2
56,retired,high.school,unknown,yes,no,252,2
58,technician,basic.4y,no,no,yes,867,2
41,entrepreneur,basic.4y,no,no,no,101,1
51,blue-collar,basic.6y,no,unknown,unknown,811,2
28,services,high.school,no,no,no,60,2
25,technician,professional.course,no,yes,no,44,4
46,admin.,high.school,no,unknown,unknown,257,1
32,admin.,university.degree,no,yes,no,65,2
44,admin.,university.degree,no,no,no,322,2
31,blue-collar,basic.4y,unknown,yes,no,106,1
28,technician,university.degree,unknown,no,no,808,3
33,admin.,university.degree,no,no,no,159,1
47,technician,high.school,no,yes,no,388,3
33,technician,professional.course,no,yes,no,144,6
24,blue-collar,professional.course,unknown,no,no,348,2
27,services,university.degree,no,yes,no,445,1
29,admin.,university.degree,no,no,no,77,3
57,services,high.school,no,yes,yes,125,3
33,services,high.school,no,yes,yes,273,2
33,technician,professional.course,no,no,no,165,1
40,blue-collar,basic.4y,no,no,no,15,7
40,blue-collar,basic.9y,unknown,no,no,117,4
26,blue-collar,basic.9y,no,yes,yes,151,2
50,admin.,basic.9y,no,yes,no,179,1
23,admin.,university.degree,no,unknown,unknown,308,2
34,admin.,university.degree,no,no,no,146,3
33,technician,professional.course,no,no,no,396,1
25,technician,university.degree,no,no,no,118,1
46,admin.,university.degree,no,yes,no,164,2
27,blue-collar,basic.4y,no,yes,no,206,1
49,blue-collar,unknown,unknown,yes,no,49,1
37,housemaid,basic.4y,no,yes,no,70,1
37,blue-collar,basic.9y,unknown,unknown,unknown,170,3
33,admin.,high.school,no,yes,no,281,3
41,technician,unknown,no,no,no,250,1
35,technician,professional.course,no,yes,no,141,1
62,blue-collar,unknown,no,no,no,73,3
37,admin.,university.degree,no,no,no,192,4
31,services,basic.9y,no,no,no,1044,5
40,admin.,university.degree,no,no,no,88,2
63,technician,professional.course,no,no,no,259,1
65,retired,unknown,no,unknown,unknown,208,3
50,technician,professional.course,no,no,no,408,2
36,technician,professional.course,no,no,no,205,5
26,admin.,university.degree,no,no,no,52,6
55,retired,basic.4y,unknown,yes,no,316,1
69,retired,professional.course,no,yes,no,359,5
38,technician,professional.course,no,yes,no,113,1
51,unemployed,basic.6y,no,yes,no,79,1
38,technician,professional.course,no,no,no,128,2
33,technician,professional.course,no,yes,no,56,2
47,admin.,unknown,unknown,yes,yes,410,2
43,blue-collar,basic.9y,no,unknown,unknown,148,1
29,admin.,university.degree,no,yes,no,244,1
48,admin.,university.degree,no,unknown,unknown,371,2
70,retired,basic.4y,no,yes,no,325,1
44,admin.,basic.6y,no,unknown,unknown,608,1
47,technician,basic.9y,no,yes,no,151,2
29,blue-collar,basic.9y,unknown,yes,no,257,4
35,technician,professional.course,no,yes,no,156,1
26,services,professional.course,no,no,no,241,1
53,blue-collar,basic.9y,no,no,yes,203,1
44,self-employed,university.degree,unknown,no,no,202,2
37,retired,basic.9y,unknown,no,no,114,1
30,student,professional.course,no,yes,no,334,4
34,blue-collar,basic.9y,no,yes,no,199,4
45,services,high.school,unknown,yes,no,101,2
53,technician,professional.course,no,no,no,97,2
31,blue-collar,basic.6y,no,no,no,588,2
52,management,university.degree,unknown,no,no,268,4
33,admin.,high.school,unknown,unknown,unknown,381,3
40,entrepreneur,university.degree,no,no,no,146,3
33,admin.,university.degree,no,no,no,206,1
59,admin.,professional.course,no,unknown,unknown,203,1
34,entrepreneur,university.degree,unknown,yes,no,343,2
40,admin.,professional.course,unknown,yes,no,95,1
33,technician,university.degree,no,no,no,200,1
49,self-employed,university.degree,unknown,yes,yes,198,1
50,entrepreneur,university.degree,no,yes,no,898,7
52,admin.,basic.6y,no,yes,no,219,1
32,admin.,university.degree,no,yes,no,2184,2
48,technician,high.school,no,unknown,unknown,221,1
37,services,high.school,no,no,no,108,2
43,entrepreneur,basic.9y,no,yes,yes,74,1
30,technician,high.school,no,no,no,205,3
48,technician,university.degree,no,no,no,124,2
30,student,university.degree,no,yes,yes,37,1
56,entrepreneur,university.degree,unknown,yes,no,159,2
45,admin.,high.school,no,no,no,52,5
34,technician,high.school,no,no,no,1062,1
37,blue-collar,basic.6y,no,yes,no,1138,2
33,blue-collar,basic.9y,no,yes,yes,110,2
41,blue-collar,high.school,no,yes,no,53,1
48,blue-collar,basic.4y,no,no,no,284,3
41,technician,professional.course,no,no,no,269,1
32,services,high.school,no,yes,no,272,2
